iter	Passed	Remaining
1494	569408	1334968
1495	569817	1334653
1496	570238	1334366
1497	570680	1334128
1498	571090	1333815
1499	571530	1333570
1500	571933	1333241
1501	572347	1332938
1502	572769	1332652
1503	573232	1332459
1504	573632	1332123
1505	574056	1331841
