iter	RMSE
180	0.9916394273
181	0.9912830079
182	0.9910197697
183	0.9909183824
184	0.9906165267
185	0.9904109071
186	0.9902419696
187	0.9901011606
188	0.9898103496
189	0.9895320754
190	0.9893287414
191	0.9890933085
192	0.9887509764
193	0.9885465045
194	0.9883598638
195	0.9882214749
196	0.9880424553
197	0.9878059824
198	0.9875793399
199	0.9874035584
200	0.9872448355
201	0.9870880096
202	0.9869515749
203	0.9866560589
204	0.9864831558
205	0.9863215912
206	0.9860328148
207	0.9857875998
208	0.985702406
209	0.9854625356
210	0.9852476459
211	0.9850776128
212	0.9849000536
213	0.9846726021
214	0.9845148758
215	0.9842198201
216	0.9840007319
217	0.9838288
218	0.9837246723
219	0.9834876524
220	0.9833738752
221	0.9830425726
222	0.9829136149
223	0.9828062659
224	0.9827453897
225	0.9825525554
226	0.9823291616
227	0.982207487
228	0.9821055764
229	0.9819870363
230	0.9818232559
231	0.981651997
232	0.9814319137
233	0.9812441659
234	0.9810816331
235	0.9807972942
236	0.9805497847
237	0.9803796406
238	0.9802191116
239	0.9800944292
240	0.9800237735
241	0.9799629005
242	0.9797958239
243	0.9796531259
244	0.9794636281
245	0.9793057675
246	0.9792136322
247	0.9789614225
248	0.9787398529
249	0.9784860049
250	0.9783083779
251	0.9782240493
252	0.9780917753
253	0.9779789226
254	0.977914994
255	0.9777360635
256	0.9774944147
257	0.9772093851
258	0.9770838242
259	0.976909686
260	0.9767679794
261	0.9765782044
262	0.9763621367
263	0.9762087933
264	0.9760674798
265	0.9759505043
266	0.9758088351
267	0.9756576326
268	0.9753572091
269	0.9751529362
270	0.9749535396
271	0.9747086877
272	0.9745752994
273	0.9744426009
274	0.9743436317
275	0.974203783
276	0.974120268
277	0.9740033065
278	0.973866385
279	0.9737775616
280	0.973699715
281	0.9735930511
282	0.9734741124
283	0.9733238943
284	0.973121251
285	0.9729720067
286	0.9728290881
287	0.9727996507
288	0.9725589039
289	0.9724666616
290	0.9724326007
291	0.9723427948
292	0.9722743082
293	0.972093878
294	0.9719095448
295	0.971724431
296	0.9715829624
297	0.971487218
298	0.9714036824
299	0.9712405331
300	0.9710775339
301	0.9709259501
302	0.9708187682
303	0.970662203
304	0.9704926364
305	0.9703379743
306	0.9702746802
307	0.9702080036
308	0.9701314353
309	0.9700147754
310	0.9698418582
311	0.9697684631
312	0.9697469381
313	0.9696574172
314	0.9695260385
315	0.9693120295
316	0.9691746944
317	0.969072695
318	0.9690117751
319	0.9689054141
320	0.9688107227
321	0.9685852637
322	0.9684936048
323	0.9684075665
324	0.96834436
325	0.9682278055
326	0.9680758467
327	0.9678199146
328	0.9676964156
329	0.9676118397
330	0.9674908462
331	0.967330033
332	0.9671869942
333	0.9670127507
334	0.9668725197
335	0.9666331879
336	0.9664879754
337	0.9664422796
338	0.9664401376
339	0.9663807297
340	0.9662512622
341	0.9660833856
342	0.9660490282
343	0.9659018346
344	0.9657668012
345	0.9656780189
346	0.9655624646
347	0.9654543299
348	0.9654022594
349	0.9652269431
350	0.9650453025
351	0.9649838423
352	0.9648095943
353	0.9646545218
354	0.9646278394
355	0.9645106211
356	0.9644218663
357	0.964401653
358	0.9642588595
359	0.9641672545
360	0.9641039848
361	0.9639436445
362	0.9638961458
363	0.9638272738
364	0.9636909472
365	0.9635314693
366	0.9634221038
367	0.9633754389
368	0.963210464
369	0.9630561372
370	0.9628722238
371	0.9627869732
372	0.9627407793
373	0.9624987353
374	0.9624256406
375	0.9623093732
376	0.9622343637
377	0.9619870994
378	0.9618033403
379	0.9615862133
380	0.9615335745
381	0.9613759997
382	0.9612911907
383	0.9611334684
384	0.9610007808
385	0.960887788
386	0.9607894336
387	0.9606800793
388	0.9605364812
389	0.9603823713
390	0.9602870191
391	0.9601810931
392	0.960089135
393	0.9600041764
394	0.9599455922
395	0.9599079599
396	0.9598324752
397	0.9597340486
398	0.9596620736
399	0.959485241
400	0.9594523015
401	0.9594078889
402	0.9593290201
403	0.9592694236
404	0.959206766
405	0.9591745723
406	0.9591087068
407	0.9590066442
408	0.9590054929
409	0.9588436164
410	0.9587716106
411	0.958625963
412	0.9583224324
413	0.9581807856
414	0.9580333555
415	0.9578756011
416	0.9578501347
417	0.9577059321
418	0.9576681037
419	0.9576017743
420	0.9575008122
421	0.9574637325
422	0.957412813
423	0.9573348971
424	0.9572503068
425	0.9572055397
426	0.9571660334
427	0.9570924594
428	0.9570481176
429	0.9569773827
430	0.9569414364
431	0.9567930581
432	0.9566837158
433	0.9566626898
434	0.9565985269
435	0.956411568
436	0.9563573456
437	0.9562659939
438	0.9562036447
439	0.9561607772
440	0.956119243
441	0.9560407524
442	0.9560025694
443	0.9558775798
444	0.9557786737
445	0.9556955702
446	0.9555736095
447	0.9555503926
448	0.955448961
449	0.9554200353
450	0.9553285217
451	0.9552587431
452	0.9551530903
453	0.9550574328
454	0.9550030613
455	0.9549402321
456	0.954909665
457	0.9548672815
458	0.9548104419
459	0.9547637174
460	0.9546572147
461	0.9546098322
462	0.9545024809
463	0.9544097587
464	0.9543668468
465	0.9542503206
466	0.9541089009
467	0.9539921985
468	0.9539050692
469	0.9538800393
470	0.9538696221
471	0.9538122166
472	0.9537385286
473	0.9536904854
474	0.9536306089
475	0.9534828733
476	0.9533539704
477	0.9532787992
478	0.9531993508
479	0.9531681126
480	0.9530669705
481	0.9530666446
482	0.953048073
483	0.9530303699
484	0.9530065117
485	0.9528769651
486	0.9527688391
487	0.9527395786
488	0.9526724714
489	0.9526176016
490	0.9525944937
491	0.9525297308
492	0.9524443515
493	0.9524103715
494	0.9523686375
495	0.9522007411
496	0.9521776593
497	0.9520455355
498	0.951943658
499	0.9518705502
500	0.9518324899
501	0.9516853815
502	0.9515832479
503	0.95151062
504	0.9514576051
505	0.9512753302
506	0.9512627808
507	0.9512307172
508	0.9511541449
509	0.9510332706
510	0.9509777257
511	0.9508483743
512	0.9507769605
513	0.9506641679
514	0.9505810892
515	0.9505165158
516	0.9503914581
517	0.9502598848
518	0.950240169
519	0.950164243
520	0.9500737485
521	0.95006289
522	0.9499736207
523	0.9498891377
524	0.9498338528
525	0.9497951296
526	0.9497074336
527	0.9496177676
528	0.9495481507
529	0.9494998228
530	0.9493646006
531	0.9491457913
532	0.9491239076
533	0.9490630886
534	0.9490377129
535	0.9490281877
536	0.9490050288
537	0.9489386393
538	0.9488932983
539	0.9488183555
540	0.9487095124
541	0.9486738348
542	0.9486510673
543	0.9484842225
544	0.9484499915
545	0.948321496
546	0.9482047363
547	0.9481952756
548	0.9480723136
549	0.9480106265
550	0.9479813646
551	0.9479119915
552	0.9478721706
553	0.9478038088
554	0.9477373715
555	0.9476180275
556	0.9475768471
557	0.9475487006
558	0.9474818085
559	0.9474296606
560	0.9473814796
561	0.9472620908
562	0.9471920457
563	0.9470597
564	0.9468248711
565	0.9467487441
566	0.9466179401
567	0.9464815042
568	0.9464531429
569	0.946413443
570	0.9462000408
571	0.9461393621
572	0.9460665352
573	0.9460023466
574	0.9459892895
575	0.9459639407
576	0.9458788807
577	0.945726067
578	0.9456857163
579	0.9456336518
580	0.945593735
581	0.9455058683
582	0.9455016718
583	0.9454391966
584	0.9453539068
585	0.9452777709
586	0.9452002782
587	0.9451466538
588	0.9451435874
589	0.9450944136
590	0.945011685
591	0.9448616524
592	0.944721822
593	0.9446579803
594	0.9445649127
595	0.9444332583
596	0.9443231791
597	0.9442863857
598	0.9442562777
599	0.9442091771
600	0.9441953278
601	0.9441903947
602	0.944031789
603	0.9438924205
604	0.9437648399
605	0.9436718305
606	0.9435772396
607	0.9435718279
608	0.9435281305
609	0.9435024231
610	0.9434906845
611	0.9434263572
612	0.9433450915
613	0.943281559
614	0.9432038657
615	0.9431420797
616	0.9430722408
617	0.942976053
618	0.9428974564
619	0.9428566187
620	0.9427780853
621	0.9427058039
622	0.942670265
623	0.9425491813
624	0.9424438609
625	0.9424114974
626	0.9423102625
627	0.9422965684
628	0.9421818818
629	0.9421496923
630	0.942103695
631	0.9420734073
632	0.9419908529
633	0.9419525765
634	0.9419147382
635	0.9418874116
636	0.94182825
637	0.9417705869
638	0.9416368196
639	0.9415940951
640	0.9415287954
641	0.9414752917
642	0.9414085177
643	0.9413922816
644	0.9413323559
645	0.9412890311
646	0.9412353671
647	0.941183863
648	0.9411569917
649	0.941029187
650	0.94092696
651	0.9408670047
652	0.940829086
653	0.9408031581
654	0.9406533346
655	0.9405327615
656	0.9404899502
657	0.9404613715
658	0.9404320582
659	0.940391517
660	0.94036499
661	0.9402588379
662	0.9401639036
663	0.9400821724
664	0.9400008746
665	0.9399511381
666	0.9398858344
667	0.9398243075
668	0.939741996
669	0.9397087316
670	0.9396401431
671	0.9395689423
672	0.939447165
673	0.9394391953
674	0.9394366244
675	0.9394162775
676	0.9393749211
677	0.9393333426
678	0.9393028554
679	0.9393012392
680	0.9392910275
681	0.9392679959
682	0.9392303433
683	0.9391370317
684	0.9390551744
685	0.9390483404
686	0.9390429761
687	0.9389761394
688	0.9389246215
689	0.9389177498
690	0.938846972
691	0.9386646743
692	0.9386522503
693	0.9386205279
694	0.9385383682
695	0.9384957232
696	0.9383971176
697	0.93834509
698	0.9381953888
699	0.9381004295
700	0.9380538659
701	0.9380396315
702	0.9380377924
703	0.9380217554
704	0.9378366852
705	0.9377400708
706	0.9376432624
707	0.9375104519
708	0.9373439063
709	0.9373150108
710	0.9371631938
711	0.9371048386
712	0.937070781
713	0.9370383423
714	0.936954129
715	0.9369296774
716	0.9367394927
717	0.936728627
718	0.9366629513
719	0.9365173285
720	0.9364410636
721	0.9364339526
722	0.9364015287
723	0.9363986547
724	0.9363551016
725	0.9363185847
726	0.9362687632
727	0.9361851073
728	0.9361797633
729	0.9361782891
730	0.9361077833
731	0.9360254031
732	0.9359797683
733	0.9359120124
734	0.9358557544
735	0.9358351084
736	0.935787584
737	0.9357693699
738	0.9356912373
739	0.9356862593
740	0.9355706886
741	0.9354979241
742	0.9354358134
743	0.9353116167
744	0.9352708905
745	0.9352414145
746	0.9351635329
747	0.9351459708
748	0.9350354624
749	0.9348443756
750	0.9347873151
751	0.9347795641
752	0.934713493
753	0.934697399
754	0.9346175155
755	0.9345614749
756	0.9345055047
757	0.9344482758
758	0.9344203247
759	0.9343103952
760	0.9342775652
761	0.9341666217
762	0.9341377387
763	0.9340448788
764	0.933942109
765	0.9339331688
766	0.9339282553
767	0.9338752398
768	0.9338664097
769	0.933822443
770	0.9337291822
771	0.9336140344
772	0.9336066432
773	0.9335097388
774	0.9334381443
775	0.9334288666
776	0.9333585597
777	0.9332944952
778	0.9332137522
779	0.9332092416
780	0.9331002787
781	0.9330814945
782	0.9330438511
783	0.9329710005
784	0.9329122721
785	0.9328858283
786	0.932825689
787	0.9327666925
788	0.9327661007
789	0.9326596386
790	0.93264436
791	0.9325345911
792	0.9325299293
793	0.932420702
794	0.9323945773
795	0.9322956595
796	0.9321883293
797	0.9321252209
798	0.9320915736
799	0.9320399344
800	0.9319867374
801	0.9318896646
802	0.9318726332
803	0.9317151153
804	0.93161257
805	0.9314520818
806	0.9314494518
807	0.931402889
808	0.9312792659
809	0.9311801185
810	0.9310636549
811	0.9310560952
812	0.9309807172
813	0.9308774238
814	0.9308527384
815	0.9308274964
816	0.9306926011
817	0.930658346
818	0.9306319494
819	0.930518161
820	0.9304787824
821	0.9304671019
822	0.930448895
823	0.9303684613
824	0.9303080851
825	0.930260983
826	0.9301454801
827	0.9301205527
828	0.9300358614
829	0.9300007288
830	0.9299775413
831	0.9299541306
832	0.929945523
833	0.9298073457
834	0.9296236094
835	0.9294841221
836	0.9294539429
837	0.9293314342
838	0.9293268677
839	0.9292253955
840	0.9291968788
841	0.9291110264
842	0.9290443665
843	0.9290437352
844	0.9289751763
845	0.9289253324
846	0.9287259299
847	0.9287112925
848	0.9286970635
849	0.9286323431
850	0.9284784003
851	0.9284402729
852	0.9283434982
853	0.9282853691
854	0.9281911431
855	0.928150885
856	0.9281501044
857	0.9280608092
858	0.9279990931
859	0.9279628795
860	0.9279505725
861	0.9279012685
862	0.9279004876
863	0.9278888491
864	0.9278646048
865	0.927863638
866	0.9278358975
867	0.9277847652
868	0.9276633378
869	0.9275958672
870	0.9275711689
871	0.927554579
872	0.9275228862
873	0.9275115778
874	0.9273958068
875	0.9272835562
876	0.9272406541
877	0.9272218628
878	0.9272198534
879	0.927205155
880	0.9271629935
881	0.9271252586
882	0.9271094051
883	0.9270578977
884	0.926961202
885	0.9269319829
886	0.9268820291
887	0.9268082101
888	0.9267715032
889	0.9267118235
890	0.9266606663
891	0.9265721958
892	0.926441448
893	0.9263517274
894	0.9263013698
895	0.9261704348
896	0.9260153002
897	0.9259616081
898	0.9258912932
899	0.9258857035
900	0.9258589472
901	0.9258513078
902	0.9258318921
903	0.9257746488
904	0.9257292541
905	0.9257185946
906	0.9256717808
907	0.925667308
908	0.9255587992
909	0.9253742566
910	0.9253450619
911	0.9253294389
912	0.9252626184
913	0.9252572114
914	0.9251935928
915	0.9251549199
916	0.9251278814
917	0.9251040869
918	0.9250879003
919	0.9250426957
920	0.9249560475
921	0.9248966609
922	0.9248958029
923	0.9248464106
924	0.9246826213
925	0.9246651214
926	0.9245628763
927	0.9244534168
928	0.9244101967
929	0.9243766792
930	0.9243011297
931	0.9242954184
932	0.9242639126
933	0.92423752
934	0.9241639005
935	0.9240572314
936	0.9239815811
937	0.9239017047
938	0.9238908001
939	0.923887327
940	0.9238543507
941	0.9237649765
942	0.9236972584
943	0.92358411
944	0.9234442336
945	0.9234006673
946	0.9233461879
947	0.9232613984
948	0.9232500004
949	0.9232161791
950	0.9231778344
951	0.923167594
952	0.9231259208
953	0.923019543
954	0.9229000682
955	0.9228961428
956	0.9228888152
957	0.9228460453
958	0.9228418205
959	0.9227767642
960	0.9227473752
961	0.9227028038
962	0.9226235272
963	0.9226164967
964	0.9225897204
965	0.9225197095
966	0.9224931548
967	0.9224536579
968	0.9223595469
969	0.9223509059
970	0.9222265183
971	0.9221988328
972	0.9219627612
973	0.9219574845
974	0.9218880992
975	0.9218279162
976	0.9218138804
977	0.9217829634
978	0.9217450083
979	0.9217243831
980	0.92170095
981	0.9216533706
982	0.9216075483
983	0.9215349542
984	0.9215305737
985	0.9214532556
986	0.9214398881
987	0.9214334103
988	0.9214279059
989	0.9214176085
990	0.921344625
991	0.9212742573
992	0.9212541084
993	0.9212471798
994	0.921183996
995	0.9210525582
996	0.9210517716
997	0.921047164
998	0.9209670331
999	0.9209642608
1000	0.9209501743
1001	0.9209397967
1002	0.9209074642
1003	0.9209022564
1004	0.9208538489
1005	0.9208104224
1006	0.9207961463
1007	0.920667164
1008	0.9205749692
1009	0.9205401876
1010	0.9204856888
1011	0.920446968
1012	0.9204089578
1013	0.9203257722
1014	0.9203140004
1015	0.9202926308
1016	0.9202125466
1017	0.9202090972
1018	0.9201221812
1019	0.9200849075
1020	0.9200821326
1021	0.9200690077
1022	0.9200480824
1023	0.9199931794
1024	0.9199904792
1025	0.9199789281
1026	0.9198671978
1027	0.9198239122
1028	0.9196897665
1029	0.9196717214
1030	0.9196544637
1031	0.9196170961
1032	0.9194619441
1033	0.919325794
1034	0.9192584246
1035	0.919255572
1036	0.9192503549
1037	0.919210456
1038	0.9190606788
1039	0.9190111231
1040	0.9190038773
1041	0.9189869825
1042	0.9189774087
1043	0.9189267972
1044	0.9189198135
1045	0.9189020161
1046	0.9188954452
1047	0.918875845
1048	0.9188618016
1049	0.9188271054
1050	0.9187999934
1051	0.9187907556
1052	0.9187014145
1053	0.9186942037
1054	0.9186881572
1055	0.9186687028
1056	0.9186589378
1057	0.9186565341
1058	0.9186523277
1059	0.9185975291
1060	0.9185198515
1061	0.9185149307
1062	0.9185112494
1063	0.9184996422
1064	0.9184319492
1065	0.9184219563
1066	0.9183201433
1067	0.918206182
1068	0.9181665383
1069	0.918067478
1070	0.9180273022
1071	0.9180249344
1072	0.9179694218
1073	0.9179673922
1074	0.9179642726
1075	0.9179178527
1076	0.9178999982
1077	0.9178698892
1078	0.9178229006
1079	0.9178030895
1080	0.9177665864
1081	0.9177216227
1082	0.917696809
1083	0.9176035638
1084	0.917569948
1085	0.9174528097
1086	0.9173724401
1087	0.9172751748
1088	0.9172067895
1089	0.9171878303
1090	0.9171361043
1091	0.9170483327
1092	0.9170379109
1093	0.9169948304
1094	0.9169747757
1095	0.9169512211
1096	0.9168845427
1097	0.9168448419
1098	0.9168195152
1099	0.9168125155
1100	0.9168055533
1101	0.9167696502
1102	0.916638257
1103	0.916548292
1104	0.9164671277
1105	0.9164519557
1106	0.9163972138
1107	0.916322249
1108	0.9162939708
1109	0.91629254
1110	0.9162000556
1111	0.9161852181
1112	0.9161162618
1113	0.9160645506
1114	0.9160645506
1115	0.9159877506
1116	0.9159545652
1117	0.9158941806
1118	0.9158230927
1119	0.9157139826
1120	0.915683651
1121	0.9156496256
1122	0.9156393387
1123	0.9156389242
1124	0.9156343647
1125	0.915631011
1126	0.9155977751
1127	0.9155864324
1128	0.9155320156
1129	0.915444354
1130	0.9154208355
1131	0.9153791865
1132	0.9153451499
1133	0.9153054954
1134	0.9151703481
1135	0.9151177163
1136	0.9151090446
1137	0.9150806535
1138	0.9150138011
1139	0.9149134944
1140	0.914806237
1141	0.9147923574
1142	0.914749058
1143	0.9146829358
1144	0.9146806725
1145	0.9146439693
1146	0.9146150734
1147	0.9144392265
1148	0.914396665
1149	0.9143630446
1150	0.9143005549
1151	0.9142375702
1152	0.9142196062
1153	0.9141598618
1154	0.9140884503
1155	0.9140751261
1156	0.9140244696
1157	0.9139483664
1158	0.9138895482
1159	0.9138342375
1160	0.9138007474
1161	0.9137436188
1162	0.9137151476
1163	0.9136999299
1164	0.9136812378
1165	0.9136481197
1166	0.913557256
1167	0.9135543479
1168	0.9135370125
1169	0.9134569782
1170	0.9134308022
1171	0.9133600892
1172	0.9132878973
1173	0.9132456978
1174	0.9132429021
1175	0.9132089369
1176	0.9131901214
1177	0.9130740461
1178	0.913059649
1179	0.9130450627
1180	0.913041435
1181	0.9129343356
1182	0.9128266567
1183	0.912801332
1184	0.9127184358
1185	0.9127168859
1186	0.912625438
1187	0.9126077447
1188	0.9125529612
1189	0.912475185
1190	0.9124700803
1191	0.9124692107
1192	0.9123614768
1193	0.9123290294
1194	0.9122492295
1195	0.9121359849
1196	0.9121287979
1197	0.9120535579
1198	0.9120391826
1199	0.9119796737
1200	0.911960568
1201	0.9118984812
1202	0.9118047943
1203	0.9117632073
1204	0.9117586663
1205	0.9116385862
1206	0.9115558871
1207	0.9115243951
1208	0.9114217359
1209	0.9112674603
1210	0.9111728755
1211	0.9111022523
1212	0.9110785081
1213	0.9110610877
1214	0.9109975382
1215	0.9109466349
1216	0.9109180384
1217	0.9108618275
1218	0.9108581532
1219	0.910855388
1220	0.9108201217
1221	0.9108071284
1222	0.9108057268
1223	0.9107793231
1224	0.9107032139
1225	0.9106572574
1226	0.9106324406
1227	0.9105099763
1228	0.9105045954
1229	0.9104209974
1230	0.9104065205
1231	0.910315409
1232	0.9103124148
1233	0.9102316421
1234	0.9101931674
1235	0.9101294057
1236	0.910129254
1237	0.9101144692
1238	0.9100386456
1239	0.9099303965
1240	0.909911134
1241	0.9099052187
1242	0.9098965352
1243	0.9098713185
1244	0.9098441671
1245	0.9098390856
1246	0.9097895965
1247	0.9097636942
1248	0.9097554266
1249	0.9096791558
1250	0.9096371682
1251	0.9096302269
1252	0.909609896
1253	0.9095978717
1254	0.9095766297
1255	0.9094809965
1256	0.9094725746
1257	0.9093002485
1258	0.9092330469
1259	0.9091313434
1260	0.9090836754
1261	0.9090516044
1262	0.9090479608
1263	0.9089673035
1264	0.9089655194
1265	0.9088713784
1266	0.9088662915
1267	0.9088102954
1268	0.9087609021
1269	0.9086838265
1270	0.9086427801
1271	0.9085770868
1272	0.9085447321
1273	0.9085263896
1274	0.9085037554
1275	0.9084312916
1276	0.9083589359
1277	0.9083348161
1278	0.9083098219
1279	0.9082731272
1280	0.9082506386
1281	0.9081884501
1282	0.9081456716
1283	0.9081216601
1284	0.9081148213
1285	0.9080588168
1286	0.9080365509
1287	0.9080321052
1288	0.9078462422
1289	0.9078219567
1290	0.9077719015
1291	0.9076828823
1292	0.9076814378
1293	0.907672543
1294	0.907580853
1295	0.9075791042
1296	0.9075721853
1297	0.9075667869
1298	0.9074977081
1299	0.9074891917
1300	0.9074333387
1301	0.9074023121
1302	0.9073745925
1303	0.9073717787
1304	0.9073211662
1305	0.9072776624
1306	0.9071693501
1307	0.9071440576
1308	0.9070864337
1309	0.907048206
1310	0.9070306701
1311	0.9070038141
1312	0.9069800386
1313	0.9069621971
1314	0.9069488063
1315	0.9068725658
1316	0.9068306004
1317	0.9067675155
1318	0.9067104765
1319	0.9066910314
1320	0.9066755816
1321	0.9065935335
1322	0.9065898039
1323	0.9065340478
1324	0.9065197752
1325	0.9065106026
1326	0.9064397684
1327	0.9064184904
1328	0.9063832417
1329	0.9063414821
1330	0.9063344395
1331	0.9063054309
1332	0.9062753936
1333	0.9062236158
1334	0.906162697
1335	0.9061517312
1336	0.9061060769
1337	0.9060988801
1338	0.9060969382
1339	0.9060606869
1340	0.9060581355
1341	0.9060148376
1342	0.906008516
1343	0.9059294162
1344	0.9059282737
1345	0.9059126585
1346	0.9058946436
1347	0.9058560228
1348	0.9058319887
1349	0.905810506
1350	0.9058078777
1351	0.9057957649
1352	0.9057464358
1353	0.9056529887
1354	0.9056264347
1355	0.9056104715
1356	0.9055608656
1357	0.9055402909
1358	0.9055167056
1359	0.9054982256
1360	0.9054754394
1361	0.9054043719
1362	0.9054015519
1363	0.905380059
1364	0.9053746476
1365	0.9053709129
1366	0.9053041819
1367	0.9052415623
1368	0.9051896492
1369	0.9050993086
1370	0.9049673648
1371	0.904965916
1372	0.9049493692
1373	0.9049460903
1374	0.9049060945
1375	0.9048560305
1376	0.9047516612
1377	0.90465773
1378	0.9046176452
1379	0.9046113138
1380	0.9046078812
1381	0.9045664972
1382	0.9044682744
1383	0.9044419908
1384	0.9044367645
1385	0.904347417
1386	0.9043313931
1387	0.9042177292
1388	0.9042166608
1389	0.9042114714
1390	0.9041508367
1391	0.9040907323
1392	0.9040453175
1393	0.9040381806
1394	0.9040337535
1395	0.9039428776
1396	0.9039125708
1397	0.9037965256
1398	0.9037739638
1399	0.9037652977
1400	0.9037575097
1401	0.9037569752
1402	0.9036073858
1403	0.9036042547
1404	0.903600551
1405	0.9035797407
1406	0.9035251354
1407	0.9034989008
1408	0.9033949094
1409	0.9033493068
1410	0.9033332651
1411	0.9032374675
1412	0.9032285289
1413	0.9032108043
1414	0.9031991532
1415	0.9031912075
1416	0.903174781
1417	0.9031676373
1418	0.903140972
1419	0.9031190433
1420	0.9031113261
1421	0.9031013165
1422	0.9030291451
1423	0.9030066405
1424	0.903005265
1425	0.9029386648
1426	0.9029351494
1427	0.9028531817
1428	0.9028525703
1429	0.9028071695
1430	0.902769716
1431	0.9027652062
1432	0.9027583268
1433	0.9027352804
1434	0.9026678576
1435	0.9026661758
1436	0.9026265377
1437	0.9026099862
1438	0.9025339527
1439	0.9025156792
1440	0.9025125062
1441	0.9025027193
1442	0.9024923207
1443	0.9023999132
1444	0.9023958221
1445	0.9023512778
1446	0.9022196587
1447	0.9022165993
1448	0.9021863875
1449	0.9021587372
1450	0.9021427126
1451	0.9021172792
1452	0.9021009479
1453	0.9020364611
1454	0.9019336783
1455	0.9019035336
1456	0.9018891877
1457	0.9018864333
1458	0.901856287
1459	0.9018219695
1460	0.901808158
1461	0.9017884542
1462	0.9017445686
1463	0.9017444921
1464	0.901712734
1465	0.9016975433
1466	0.9016949031
1467	0.9016367779
1468	0.9016324537
1469	0.9015841214
1470	0.901556376
1471	0.9015476122
1472	0.9015391926
1473	0.9014635281
1474	0.9014620736
1475	0.9014563325
1476	0.9014324107
1477	0.901430497
1478	0.9014299611
1479	0.9014159139
1480	0.9013418467
1481	0.9013175008
1482	0.9013085432
1483	0.9012826269
1484	0.9012825503
1485	0.9012394824
1486	0.9012279972
1487	0.9012192684
1488	0.9010161086
1489	0.9010150364
1490	0.9009992595
1491	0.900931477
1492	0.9009281069
1493	0.9009218262
1494	0.9009188007
1495	0.9009110264
1496	0.9009069668
1497	0.9008603957
1498	0.9008570636
1499	0.9008251593
1500	0.9008065448
1501	0.9007998419
1502	0.9007069159
1503	0.9004656313
1504	0.9004348244
1505	0.9004058557
